1,25401600,1.49177e+07,1.41326e+07,1.41329e+07,1.41328e+07,1.41331e+07,1.41323e+07,1.41338e+07,1.41313e+07,1.41328e+07,1.4132e+07
4,101606400,2.90017e+07,2.83321e+07,2.8313e+07,2.8331e+07,2.83155e+07,2.83293e+07,2.83109e+07,2.83324e+07,2.83117e+07,2.83317e+07
9,228614400,4.33243e+07,4.27506e+07,4.27511e+07,4.27464e+07,4.27443e+07,4.27496e+07,4.27458e+07,4.27505e+07,4.27539e+07,4.27468e+07
16,406425600,5.77637e+07,5.68981e+07,5.68509e+07,5.69061e+07,5.6845e+07,5.68989e+07,5.68511e+07,5.68876e+07,5.68494e+07,5.68873e+07
25,635040000,7.18964e+07,7.08971e+07,7.09035e+07,7.08985e+07,7.09064e+07,7.09024e+07,7.09002e+07,7.08986e+07,7.09032e+07,7.09053e+07
36,914457600,8.60895e+07,8.51556e+07,8.52035e+07,8.516e+07,8.52068e+07,8.51612e+07,8.52016e+07,8.516e+07,8.52052e+07,8.51606e+07
49,1244678400,1.00215e+08,9.94302e+07,9.94258e+07,9.94301e+07,9.94279e+07,9.94302e+07,9.94319e+07,9.9429e+07,9.94271e+07
64,1625702400,1.14125e+08,1.13652e+08,1.13637e+08,1.13653e+08,1.13635e+08,1.1365e+08,1.13637e+08
81,2057529600,1.291e+08,1.28449e+08,1.28453e+08,1.28448e+08,1.28455e+08,1.28456e+08
100,-1754807296,1.43434e+08,1.42717e+08,1.42731e+08,1.42733e+08,1.4273e+08,1.42732e+08
121,-1221373696,1.5753e+08,1.56913e+08,1.5691e+08,1.56908e+08,1.5691e+08
144,-637136896,1.72606e+08,1.72104e+08,1.72109e+08,1.72095e+08,1.72113e+08
169,-2096896,1.87072e+08,1.86411e+08,1.86413e+08,1.86412e+08
196,683746304,2.00804e+08,2.0007e+08,2.00074e+08,2.00083e+08
225,1420392704,2.14926e+08,2.14171e+08,2.14184e+08,2.14184e+08
256,-2087124992,2.28728e+08,2.28058e+08,2.28047e+08

